,year,country_name,country_code,value,data_source,yoy_growth,growth_category,cagr_3yr
4685,2005,Tonga,TON,4.90778,Original,24.173091082059607,High Growth,19.068919532632034
4686,2006,Tonga,TON,5.85394,Original,19.278777777324983,Moderate Growth,25.15884537887938
4687,2007,Tonga,TON,7.17987,Original,22.650215068825453,High Growth,22.01680876541885
4688,2008,Tonga,TON,8.11077,Original,12.965415808364211,Moderate Growth,18.229449262470254
4689,2009,Tonga,TON,10.0,Original,23.292856288613773,High Growth,19.541099054017042
4690,2010,Tonga,TON,16.0,Original,60.00000000000001,High Growth,30.617429847499533
4691,2011,Tonga,TON,25.0,Original,56.25,High Growth,45.532271349231166
4692,2012,Tonga,TON,30.0,Original,19.999999999999996,Moderate Growth,44.22495703074083
4693,2013,Tonga,TON,32.754,Original,9.179999999999989,Moderate Growth,26.97399595720922
4694,2014,Tonga,TON,35.9544,Original,9.771020333394409,Moderate Growth,12.876624161548023
4695,2015,Tonga,TON,38.6513,Original,7.500890016242789,Moderate Growth,8.813041647204333
4696,2016,Tonga,TON,39.95,Original,3.360042223676829,Stable,6.844165894741838
4697,2017,Tonga,TON,46.2,Original,15.644555694618267,Moderate Growth,8.716795620685236
4698,2018,Tonga,TON,53.4,Original,15.584415584415567,Moderate Growth,11.37619680142219
4699,2019,Tonga,TON,61.78963,Original,15.710917602996254,Moderate Growth,15.646618086886722
4700,2020,Tonga,TON,66.648431,Original,7.863457023451992,Moderate Growth,12.992422067378563
4701,2021,Tonga,TON,57.5486,Original,-13.65348120498141,Moderate Decline,2.5253282979910807
4702,2022,Tonga,TON,62.57223536363654,Imputed,8.72937893126251,Moderate Growth,0.4204180925441392
4703,2023,Tonga,TON,65.81941005533554,Imputed,5.18948168117721,Moderate Growth,-0.4163549954407819
4704,2000,Trinidad and Tobago,TTO,7.72141,Original,,,
4705,2001,Trinidad and Tobago,TTO,15.3846,Original,99.24599263606002,High Growth,
4706,2002,Trinidad and Tobago,TTO,21.9987,Original,42.991692991692986,High Growth,
4707,2003,Trinidad and Tobago,TTO,25.9718,Original,18.06061267256702,Moderate Growth,49.831046215022944
4708,2004,Trinidad and Tobago,TTO,27.0243,Original,4.052472296875842,Stable,20.65798865830717
4709,2005,Trinidad and Tobago,TTO,28.9767,Original,7.224608963044377,Moderate Growth,9.618528806434501
4710,2006,Trinidad and Tobago,TTO,30.0037,Original,3.5442269133476145,Stable,4.9278856058840415
4711,2007,Trinidad and Tobago,TTO,32.3,Original,7.653389415305445,Moderate Growth,6.124589404979974
4712,2008,Trinidad and Tobago,TTO,34.8,Original,7.739938080495357,Moderate Growth,6.294331878236226
4713,2009,Trinidad and Tobago,TTO,44.3,Original,27.29885057471264,High Growth,13.870083017229495
4714,2010,Trinidad and Tobago,TTO,48.5,Original,9.480812641083535,Moderate Growth,14.510788572141365
4715,2011,Trinidad and Tobago,TTO,55.2,Original,13.814432989690717,Moderate Growth,16.623645096110383
4716,2012,Trinidad and Tobago,TTO,57.5,Original,4.166666666666652,Stable,9.082405414479599
4717,2013,Trinidad and Tobago,TTO,59.9,Original,4.17391304347825,Stable,7.290605088562407
4718,2014,Trinidad and Tobago,TTO,62.4,Original,4.173622704507518,Stable,4.171400751029397
4719,2015,Trinidad and Tobago,TTO,65.1,Original,4.3269230769230616,Stable,4.224794610071569
4720,2016,Trinidad and Tobago,TTO,67.8,Original,4.147465437788034,Stable,4.215973689056396
4721,2017,Trinidad and Tobago,TTO,70.6,Original,4.129793510324475,Stable,4.201355967947973
4722,2018,Trinidad and Tobago,TTO,72.8,Original,3.116147308781869,Stable,3.7966802438808456
4723,2019,Trinidad and Tobago,TTO,75.0,Original,3.0219780219780334,Stable,3.4214263664107403
4724,2020,Trinidad and Tobago,TTO,77.2813,Original,3.0417333333333296,Stable,3.059944913544266
4725,2021,Trinidad and Tobago,TTO,79.0,Original,2.223953272007595,Stable,2.761847590152877
4726,2022,Trinidad and Tobago,TTO,79.9843,Original,1.2459493670886168,Stable,2.1679066273592396
4727,2023,Trinidad and Tobago,TTO,89.08107857707455,Imputed,11.3732052128662,Moderate Growth,4.850462196852745
4728,2000,Tunisia,TUN,2.75074,Original,,,
4729,2001,Tunisia,TUN,4.29797,Original,56.24777332645034,High Growth,
4730,2002,Tunisia,TUN,5.25289,Original,22.217930790582518,High Growth,
4731,2003,Tunisia,TUN,6.49085,Original,23.56721728419975,High Growth,33.132476290197644
4732,2004,Tunisia,TUN,8.52882,Original,31.39758275110347,High Growth,25.66331811628697
4733,2005,Tunisia,TUN,9.65509,Original,13.205461013364106,Moderate Growth,22.49527584202533
4734,2006,Tunisia,TUN,12.9864,Original,34.50314808044255,High Growth,26.00730822285946
4735,2007,Tunisia,TUN,17.1,Original,31.676215117353546,High Growth,26.09631271812518
4736,2008,Tunisia,TUN,27.53,Original,60.994152046783626,High Growth,41.80230650885106
4737,2009,Tunisia,TUN,34.07,Original,23.75590265165275,High Growth,37.92017069341469
4738,2010,Tunisia,TUN,36.8,Original,8.012914587613729,Moderate Growth,29.107231785207823
4739,2011,Tunisia,TUN,39.1,Original,6.250000000000022,Moderate Growth,12.406178176677617
4740,2012,Tunisia,TUN,41.4416,Original,5.988746803069045,Moderate Growth,6.7467825042007545
4741,2013,Tunisia,TUN,43.8,Original,5.690899965252294,Moderate Growth,5.976302739454287
4742,2014,Tunisia,TUN,46.16,Original,5.388127853881275,Moderate Growth,5.688973758923521
4743,2015,Tunisia,TUN,46.5,Original,0.7365684575389997,Stable,3.9135414419766645
4744,2016,Tunisia,TUN,49.6,Original,6.666666666666665,Moderate Growth,4.2323482261735546
4745,2017,Tunisia,TUN,55.5002,Original,11.895564516129031,Moderate Growth,6.335003409407025
4746,2018,Tunisia,TUN,64.1908,Original,15.65868231105474,Moderate Growth,11.345656043131736
4747,2019,Tunisia,TUN,66.7,Original,3.9089713790761316,Stable,10.377711593217187
4748,2020,Tunisia,TUN,68.5564,Original,2.7832083958020837,Stable,7.2962355837465465
4749,2021,Tunisia,TUN,68.3155,Original,-0.3513895128682276,Stable,2.097589277512002
4750,2022,Tunisia,TUN,73.8379,Original,8.083670616477967,Moderate Growth,3.44698421397982
4751,2023,Tunisia,TUN,77.77678130434742,Imputed,5.334498007591515,Moderate Growth,4.295920336912595
4752,2000,Turkiye,TUR,3.76169,Original,,,
4753,2001,Turkiye,TUR,5.18948,Original,37.95607825206222,High Growth,
4754,2002,Turkiye,TUR,11.38,Original,119.28979396779641,High Growth,
4755,2003,Turkiye,TUR,12.33,Original,8.347978910369068,Moderate Growth,48.54567948154034
4756,2004,Turkiye,TUR,14.58,Original,18.24817518248174,Moderate Growth,41.10570095441057
4757,2005,Turkiye,TUR,15.46,Original,6.035665294924564,Moderate Growth,10.75306211923024
4758,2006,Turkiye,TUR,18.24,Original,17.981888745148744,Moderate Growth,13.942895756474694
4759,2007,Turkiye,TUR,28.63,Original,56.96271929824561,High Growth,25.224106429426364
4760,2008,Turkiye,TUR,34.37,Original,20.048899755501214,High Growth,30.513873991412854
4761,2009,Turkiye,TUR,36.4,Original,5.906313645621175,Moderate Growth,25.89993809120317
4762,2010,Turkiye,TUR,39.82,Original,9.395604395604407,Moderate Growth,11.624613774458936
4763,2011,Turkiye,TUR,43.0657,Original,8.150929181315924,Moderate Growth,7.807918139194103
4764,2012,Turkiye,TUR,45.13,Original,4.7933738450785635,Stable,7.428946443637208
4765,2013,Turkiye,TUR,46.25,Original,2.4817194770662576,Stable,5.11632293439741
4766,2014,Turkiye,TUR,51.0374,Original,10.351135135135126,Moderate Growth,5.824366442980922
4767,2015,Turkiye,TUR,53.745,Original,5.305129179777968,Moderate Growth,5.996350172405518
4768,2016,Turkiye,TUR,58.3477,Original,8.563959438087277,Moderate Growth,8.053125780207782
4769,2017,Turkiye,TUR,64.6846,Original,10.860582336578828,Moderate Growth,8.21914995533961
4770,2018,Turkiye,TUR,71.0428,Original,9.82954211667073,Moderate Growth,9.747339509148144
4771,2019,Turkiye,TUR,73.9767,Original,4.129764029570904,Stable,8.232345699827071
4772,2020,Turkiye,TUR,77.6696,Original,4.991977203633047,Stable,6.287793308427658
4773,2021,Turkiye,TUR,81.4084,Original,4.813723773522716,Stable,4.6444941858155175
4774,2022,Turkiye,TUR,83.4372,Original,2.4921261196633404,Stable,4.093015312581305
4775,2023,Turkiye,TUR,85.9607,Original,3.024430350011742,Stable,3.4386772595396797
4776,2000,Turkmenistan,TKM,0.133282,Original,,,
4777,2001,Turkmenistan,TKM,0.17521,Original,31.458111372878548,High Growth,
4778,2002,Turkmenistan,TKM,0.302132,Original,72.4399292277838,High Growth,
4779,2003,Turkmenistan,TKM,0.425183,Original,40.727562787126146,High Growth,47.20914725563672
4780,2004,Turkmenistan,TKM,0.754054,Original,77.34810657999027,High Growth,62.66015662701776
4781,2005,Turkmenistan,TKM,0.997257,Original,32.25272991058996,High Growth,48.89157453261079
4782,2006,Turkmenistan,TKM,1.31957,Original,32.319953632814816,High Growth,45.86536413644973
4783,2007,Turkmenistan,TKM,1.40636,Original,6.577142554013826,Moderate Growth,23.09243204579685
4784,2008,Turkmenistan,TKM,1.75,Original,24.43471088483744,High Growth,20.61749879932848
4785,2009,Turkmenistan,TKM,1.95,Original,11.428571428571432,Moderate Growth,13.902710595162482
4786,2010,Turkmenistan,TKM,3.0,Original,53.846153846153854,High Growth,28.72856155688106
4787,2011,Turkmenistan,TKM,5.0,Original,66.66666666666667,High Growth,41.89834119703837
4788,2012,Turkmenistan,TKM,7.1958,Original,43.916,High Growth,54.530718624655464
4789,2013,Turkmenistan,TKM,9.6,Original,33.41115650796298,High Growth,47.361259945615465
4790,2014,Turkmenistan,TKM,12.2,Original,27.083333333333325,High Growth,34.6263099453058
4791,2015,Turkmenistan,TKM,14.9968,Original,22.924590163934443,High Growth,27.733997897745155
4792,2016,Turkmenistan,TKM,17.9903,Original,19.960924997332775,Moderate Growth,23.28844949841782
4793,2017,Turkmenistan,TKM,21.251,Original,18.124767235676998,Moderate Growth,20.320560640656193
4794,2018,Turkmenistan,TKM,16.297715529411562,Imputed,-23.308477109728663,Significant Decline,2.81174044104866
4795,2019,Turkmenistan,TKM,17.42585547987619,Imputed,6.9220741301364574,Moderate Growth,-1.0569635763616358
4796,2020,Turkmenistan,TKM,18.553995430340365,Imputed,6.473942996755477,Moderate Growth,-4.423154777103456
4797,2021,Turkmenistan,TKM,19.682135380804993,Imputed,6.080307363986104,Moderate Growth,6.491553001911021
4798,2022,Turkmenistan,TKM,20.810275331269168,Imputed,5.731796518198906,Moderate Growth,6.0949158709628914
4799,2023,Turkmenistan,TKM,21.938415281733796,Imputed,5.421071718207893,Moderate Growth,5.744049045441768
4800,2000,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,,,
4801,2001,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,
4802,2002,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,
4803,2003,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4804,2004,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4805,2005,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4806,2006,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4807,2007,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4808,2008,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4809,2009,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4810,2010,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4811,2011,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4812,2012,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4813,2013,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4814,2014,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4815,2015,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4816,2016,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4817,2017,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4818,2018,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4819,2019,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4820,2020,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4821,2021,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4822,2022,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4823,2023,Turks and Caicos Islands,TCA,38.22598811736259,Imputed,0.0,Stable,0.0
4824,2000,Tuvalu,TUV,5.24164,Original,,,
4825,2001,Tuvalu,TUV,5.7,Original,8.744591387428358,Moderate Growth,
4826,2002,Tuvalu,TUV,6.3,Original,10.526315789473673,Moderate Growth,
4827,2003,Tuvalu,TUV,6.9,Original,9.523809523809534,Moderate Growth,9.595814074554543
4828,2004,Tuvalu,TUV,7.6,Original,10.144927536231862,Moderate Growth,10.064241629820891
4829,2005,Tuvalu,TUV,8.3,Original,9.21052631578949,Moderate Growth,9.625734025596833
4830,2006,Tuvalu,TUV,9.1,Original,9.638554216867457,Moderate Growth,9.6640044891789
4831,2007,Tuvalu,TUV,10.0,Original,9.8901098901099,Moderate Growth,9.579370842217516
4832,2008,Tuvalu,TUV,11.2,Original,11.99999999999999,Moderate Growth,10.504503283134547
4833,2009,Tuvalu,TUV,12.8,Original,14.285714285714302,Moderate Growth,12.044237589467022
4834,2010,Tuvalu,TUV,14.6,Original,14.0625,Moderate Growth,13.444719403828165
4835,2011,Tuvalu,TUV,16.5,Original,13.013698630136993,Moderate Growth,13.785950189740426
4836,2012,Tuvalu,TUV,18.7,Original,13.33333333333333,Moderate Growth,13.468996040435655
4837,2013,Tuvalu,TUV,21.2,Original,13.36898395721926,Moderate Growth,13.238559226329594
4838,2014,Tuvalu,TUV,24.1,Original,13.67924528301887,Moderate Growth,13.460414578268033
4839,2015,Tuvalu,TUV,27.3,Original,13.278008298755184,Moderate Growth,13.441949216304995
4840,2016,Tuvalu,TUV,31.0,Original,13.55311355311355,Moderate Growth,13.503332030842996
4841,2017,Tuvalu,TUV,35.2,Original,13.548387096774196,Moderate Growth,13.459763412564119
4842,2018,Tuvalu,TUV,49.322871720811236,Imputed,40.12179466139554,High Growth,21.794750242477832
4843,2019,Tuvalu,TUV,52.56445731424992,Imputed,6.57217530193186,Moderate Growth,19.24591134769149
4844,2020,Tuvalu,TUV,75.4424,Original,43.52359722650081,High Growth,28.93107709744156
4845,2021,Tuvalu,TUV,82.2681,Original,9.047564764641635,Moderate Growth,18.5935412833
4846,2022,Tuvalu,TUV,81.1913,Original,-1.308891295654091,Stable,15.595014392587103
4847,2023,Tuvalu,TUV,65.53079968800375,Imputed,-19.28839704746228,Moderate Decline,-4.586464076231811
4848,2000,Uganda,UGA,0.163714,Original,,,
4849,2001,Uganda,UGA,0.237945,Original,45.341876687393864,High Growth,
4850,2002,Uganda,UGA,0.384094,Original,61.4213368635609,High Growth,
4851,2003,Uganda,UGA,0.46485,Original,21.025061573468996,High Growth,41.60404906600086
4852,2004,Uganda,UGA,0.719971,Original,54.88243519414866,High Growth,44.63702270906798
4853,2005,Uganda,UGA,1.74221,Original,141.983357663017,High Growth,65.53417157893276
4854,2006,Uganda,UGA,2.52936,Original,45.18112053082004,High Growth,75.8865391886076
4855,2007,Uganda,UGA,3.67197,Original,45.17387797703767,High Growth,72.13190436879535
4856,2008,Uganda,UGA,3.88,Original,5.665351296443055,Moderate Growth,30.59014611493418
4857,2009,Uganda,UGA,4.1,Original,5.670103092783507,Moderate Growth,17.46930614025768
4858,2010,Uganda,UGA,4.3,Original,4.878048780487809,Stable,5.403842586962293
4859,2011,Uganda,UGA,4.6,Original,6.976744186046502,Moderate Growth,5.8381001327464155
4860,2012,Uganda,UGA,4.8,Original,4.347826086956519,Stable,5.3947861260882135
4861,2013,Uganda,UGA,5.1,Original,6.25,Moderate Growth,5.85236691193558
4862,2014,Uganda,UGA,5.4,Original,5.882352941176494,Moderate Growth,5.490166075087788
4863,2015,Uganda,UGA,5.8,Original,7.407407407407396,Moderate Growth,6.511275473321798
4864,2016,Uganda,UGA,5.9,Original,1.7241379310344973,Stable,4.976948684229576
4865,2017,Uganda,UGA,5.9,Original,0.0,Stable,2.9957767644273936
4866,2018,Uganda,UGA,6.0,Original,1.6949152542372836,Stable,1.136460926688998
4867,2019,Uganda,UGA,6.01781509,Original,0.2969181666666598,Stable,0.6612399572760719
4868,2020,Uganda,UGA,7.4,Original,22.968218353814528,High Growth,7.843316697907987
4869,2021,Uganda,UGA,10.0,Original,35.13513513513513,High Growth,18.56311014966876
4870,2022,Uganda,UGA,8.49566948155848,Imputed,-15.043305184415201,Moderate Decline,12.181073008921107
4871,2023,Uganda,UGA,8.882202285923313,Imputed,4.549762737402618,Stable,6.274641019491711
4872,2000,Ukraine,UKR,0.716184,Original,,,
4873,2001,Ukraine,UKR,1.23876,Original,72.9667236352669,High Growth,
4874,2002,Ukraine,UKR,1.87389,Original,51.27143272304562,High Growth,
4875,2003,Ukraine,UKR,3.14813,Original,67.99972250238808,High Growth,63.81085654692586
4876,2004,Ukraine,UKR,3.48948,Original,10.842944859329172,Moderate Growth,41.22920466156283
4877,2005,Ukraine,UKR,3.74976,Original,7.458991024450645,Moderate Growth,26.014288828900934
4878,2006,Ukraine,UKR,4.50612,Original,20.17089093701996,High Growth,12.69812701209534
4879,2007,Ukraine,UKR,6.55,Original,45.35786885391422,High Growth,23.35597648134302
4880,2008,Ukraine,UKR,11.0,Original,67.93893129770994,High Growth,43.15166523527332
4881,2009,Ukraine,UKR,17.9,Original,62.72727272727272,High Growth,58.37383236208367
4882,2010,Ukraine,UKR,23.3,Original,30.16759776536315,High Growth,52.652834805316175
4883,2011,Ukraine,UKR,28.7083,Original,23.211587982832626,High Growth,37.680234470067674
4884,2012,Ukraine,UKR,35.27,Original,22.85645614682863,High Growth,25.367262533383126
4885,2013,Ukraine,UKR,40.9541,Original,16.115962574425847,Moderate Growth,20.68329388114456
4886,2014,Ukraine,UKR,46.236,Original,12.897121411531455,Moderate Growth,17.217087536854937
4887,2015,Ukraine,UKR,48.8846,Original,5.728436715978891,Moderate Growth,11.495036854132445
4888,2016,Ukraine,UKR,53.001,Original,8.42064781137617,Moderate Growth,8.975505554441575
4889,2017,Ukraine,UKR,58.8895,Original,11.110167732684296,Moderate Growth,8.397484499879049
4890,2018,Ukraine,UKR,62.5532,Original,6.221312797697376,Moderate Growth,8.565662912545502
4891,2019,Ukraine,UKR,70.1248,Original,12.104256856563689,Moderate Growth,9.78150762235892
4892,2020,Ukraine,UKR,75.0379,Original,7.0062231906543815,Moderate Growth,8.412893272467215
4893,2021,Ukraine,UKR,79.2183,Original,5.571051428678042,Moderate Growth,8.19121440079018
4894,2022,Ukraine,UKR,77.811563662337,Imputed,-1.7757719335848021,Stable,3.527923284013701
4895,2023,Ukraine,UKR,81.904466336533,Imputed,5.260018539091638,Moderate Growth,2.9616841738956623
4896,2000,United Arab Emirates,ARE,23.6253,Original,,,
4897,2001,United Arab Emirates,ARE,26.2718,Original,11.201974154825557,Moderate Growth,
4898,2002,United Arab Emirates,ARE,28.3165,Original,7.782869845233309,Moderate Growth,
4899,2003,United Arab Emirates,ARE,29.478,Original,4.101848745431114,Stable,7.656492826943251
4900,2004,United Arab Emirates,ARE,30.1313,Original,2.21622905217449,Stable,4.67493022549208
4901,2005,United Arab Emirates,ARE,40.0,Original,32.75232067650582,High Growth,12.203603891774373
4902,2006,United Arab Emirates,ARE,52.0,Original,30.000000000000004,High Growth,20.828238191157624
4903,2007,United Arab Emirates,ARE,61.0,Original,17.307692307692314,Moderate Growth,26.503921521048145
4904,2008,United Arab Emirates,ARE,63.0,Original,3.2786885245901676,Stable,16.348338572528085
4905,2009,United Arab Emirates,ARE,64.0,Original,1.5873015873015817,Stable,7.166457967424877
4906,2010,United Arab Emirates,ARE,68.0,Original,6.25,Moderate Growth,3.687489462415483
4907,2011,United Arab Emirates,ARE,78.0,Original,14.705882352941169,Moderate Growth,7.3786693294802586
4908,2012,United Arab Emirates,ARE,85.0,Original,8.974358974358964,Moderate Growth,9.920741803954481
4909,2013,United Arab Emirates,ARE,88.0,Original,3.529411764705892,Stable,8.974425081854953
4910,2014,United Arab Emirates,ARE,90.4,Original,2.7272727272727337,Stable,5.0407811044751005
4911,2015,United Arab Emirates,ARE,90.5,Original,0.11061946902655162,Stable,2.111945604691323
4912,2016,United Arab Emirates,ARE,90.6,Original,0.11049723756906271,Stable,0.975305355141387
4913,2017,United Arab Emirates,ARE,94.8199,Original,4.657726269315687,Stable,1.60389433410697
4914,2018,United Arab Emirates,ARE,98.45,Original,3.82841576504509,Stable,2.846388795797261
4915,2019,United Arab Emirates,ARE,99.15,Original,0.7110208227526726,Stable,3.0516240076909007
4916,2020,United Arab Emirates,ARE,100.0,Original,0.8572869389813276,Stable,1.788840914234191
4917,2021,United Arab Emirates,ARE,100.0,Original,0.0,Stable,0.5220707615100517
4918,2022,United Arab Emirates,ARE,100.0,Original,0.0,Stable,0.28494957913922647
4919,2023,United Arab Emirates,ARE,100.0,Original,0.0,Stable,0.0
4920,2000,United Kingdom,GBR,26.8218,Original,,,
4921,2001,United Kingdom,GBR,33.4811,Original,24.82793846796263,High Growth,
4922,2002,United Kingdom,GBR,56.48,Original,68.69218753266767,High Growth,
4923,2003,United Kingdom,GBR,64.82,Original,14.766288951841355,Moderate Growth,34.196246584485415
4924,2004,United Kingdom,GBR,65.61,Original,1.218759642085776,Stable,25.138258442608794
4925,2005,United Kingdom,GBR,70.0,Original,6.6910531931108075,Moderate Growth,7.415705197816469
4926,2006,United Kingdom,GBR,68.82,Original,-1.6857142857142904,Stable,2.01606017031688
4927,2007,United Kingdom,GBR,75.09,Original,9.110723626852678,Moderate Growth,4.6013658696792525
4928,2008,United Kingdom,GBR,78.39,Original,4.394726328405918,Stable,3.845466463138747
4929,2009,United Kingdom,GBR,83.56,Original,6.595228983288681,Moderate Growth,6.682844707844238
4930,2010,United Kingdom,GBR,85.0,Original,1.7233125897558654,Stable,4.218689334033354
4931,2011,United Kingdom,GBR,85.38,Original,0.4470588235294004,Stable,2.888103478015336
4932,2012,United Kingdom,GBR,87.48,Original,2.4595924104005684,Stable,1.5399116103732347
4933,2013,United Kingdom,GBR,89.8441,Original,2.7024462734339227,Stable,1.8646613282547353
4934,2014,United Kingdom,GBR,91.6133,Original,1.9691888504643096,Stable,2.3766212151944632
4935,2015,United Kingdom,GBR,92.0003,Original,0.42242774793617155,Stable,1.6935690650314639
4936,2016,United Kingdom,GBR,94.7758,Original,3.0168379885717744,Stable,1.7972311438273936
4937,2017,United Kingdom,GBR,90.4246,Original,-4.591045393444326,Stable,-0.4343905621417732
4938,2018,United Kingdom,GBR,90.692,Original,0.29571598879065686,Stable,-0.47628506659032066
4939,2019,United Kingdom,GBR,92.5166,Original,2.011864332024871,Stable,-0.8009754434408878
4940,2020,United Kingdom,GBR,94.8182,Original,2.4877697623993944,Stable,1.5940725652647814
4941,2021,United Kingdom,GBR,95.2591,Original,0.464995116971223,Stable,1.6511972704968958
4942,2022,United Kingdom,GBR,95.3412,Original,0.08618599167953267,Stable,1.007506457311047
4943,2023,United Kingdom,GBR,100.0,Imputed,4.8864499293065355,Stable,1.789449236249041
4944,2000,United States,USA,43.0792,Original,,,
4945,2001,United States,USA,49.0808,Original,13.931549332392446,Moderate Growth,
4946,2002,United States,USA,58.7854,Original,19.772701341461428,Moderate Growth,
4947,2003,United States,USA,61.6971,Original,4.95310059980878,Stable,12.71949656975866
4948,2004,United States,USA,64.7583,Original,4.96165946211411,Stable,9.68012467941497
4949,2005,United States,USA,67.9681,Original,4.956584715781598,Stable,4.957114867070245
4950,2006,United States,USA,68.9312,Original,1.4169882636118958,Stable,3.7648739106961537
4951,2007,United States,USA,75.0,Original,8.804140940532012,Moderate Growth,5.0159522283889535
4952,2008,United States,USA,74.0,Original,-1.3333333333333308,Stable,2.8747667043791836
4953,2009,United States,USA,71.0,Original,-4.054054054054057,Stable,0.990573058559785
4954,2010,United States,USA,71.69,Original,0.9718309859154894,Stable,-1.4932995473703303
4955,2011,United States,USA,69.7295,Original,-2.7346910308271632,Stable,-1.961886942272062
4956,2012,United States,USA,74.7,Original,7.128259918685775,Moderate Growth,1.7077587820956364
4957,2013,United States,USA,71.4,Original,-4.417670682730924,Stable,-0.1350220470728858
4958,2014,United States,USA,73.0,Original,2.2408963585434094,Stable,1.5395972208133824
4959,2015,United States,USA,74.5542,Original,2.129041095890405,Stable,-0.06510261527141736
4960,2016,United States,USA,85.5444,Original,14.74122182251303,Moderate Growth,6.209767365590357
4961,2017,United States,USA,87.2749,Original,2.0229261062091775,Stable,6.134236464500109
4962,2018,United States,USA,88.4989,Original,1.4024650844630004,Stable,5.881947179116498
4963,2019,United States,USA,89.4303,Original,1.052442459736791,Stable,1.4918185517959648
4964,2020,United States,USA,96.5768,Original,7.9911394683904735,Moderate Growth,3.4334832828577966
4965,2021,United States,USA,96.7792,Original,0.20957414202997793,Stable,3.026287782492143
4966,2022,United States,USA,97.1299,Original,0.362371253327165,Stable,2.791235160293959
4967,2023,United States,USA,98.06179169960478,Imputed,0.9594282498023521,Stable,0.5099378054462145
4968,2000,Uruguay,URY,10.5391,Original,,,
4969,2001,Uruguay,URY,11.1214,Original,5.5251397178127215,Moderate Growth,
4970,2002,Uruguay,URY,11.4195,Original,2.6804179329940503,Stable,
4971,2003,Uruguay,URY,15.9371,Original,39.56040106834799,High Growth,14.78062647152476
4972,2004,Uruguay,URY,17.0631,Original,7.0652753637738375,Moderate Growth,15.336338027981466
4973,2005,Uruguay,URY,20.0882,Original,17.72890037566446,Moderate Growth,20.71594677943125
4974,2006,Uruguay,URY,29.4,Original,46.35457631843569,High Growth,22.643916532254217
4975,2007,Uruguay,URY,34.0,Original,15.646258503401356,Moderate Growth,25.83660526716931
4976,2008,Uruguay,URY,39.3,Original,15.588235294117636,Moderate Growth,25.06923945825321
4977,2009,Uruguay,URY,41.8,Original,6.361323155216292,Moderate Growth,12.445734025327226
4978,2010,Uruguay,URY,46.4,Original,11.004784688995217,Moderate Growth,10.920807143285206
4979,2011,Uruguay,URY,51.4047,Original,10.785991379310333,Moderate Growth,9.362918850478819
4980,2012,Uruguay,URY,54.4538,Original,5.931558787426061,Moderate Growth,9.215422467376522
4981,2013,Uruguay,URY,57.69,Original,5.943019587246434,Moderate Growth,7.529473527009256
4982,2014,Uruguay,URY,61.4625,Original,6.539261570462829,Moderate Growth,6.1375676717492
4983,2015,Uruguay,URY,64.5708,Original,5.057230018303849,Moderate Growth,5.84475087683296
4984,2016,Uruguay,URY,66.4,Original,2.8328594349148473,Stable,4.798688279604324
4985,2017,Uruguay,URY,70.3224,Original,5.907228915662643,Moderate Growth,4.5910414920116605
4986,2018,Uruguay,URY,80.7268,Original,14.795285712660533,Moderate Growth,7.727650985546752
4987,2019,Uruguay,URY,83.3515,Original,3.251336606926092,Stable,7.873585361937363
4988,2020,Uruguay,URY,85.471,Original,2.542845659646198,Stable,6.718988516054347
4989,2021,Uruguay,URY,87.6444,Original,2.5428507914965426,Stable,2.778469199361977
4990,2022,Uruguay,URY,89.873,Original,2.5427751231111184,Stable,2.542823858078802
4991,2023,Uruguay,URY,96.63179407114603,Imputed,7.520383286577759,Moderate Growth,4.175857959508189
4992,2000,Uzbekistan,UZB,0.484347,Original,,,
