,year,country_name,country_code,internet_usage,data_source_x,yoy_growth,growth_category,cagr_3yr,gdp_per_capita,data_source_y,region,incomegroup,specialnotes,tablename
3926,2014,Samoa,WSM,21.2,Original,38.56209150326797,High Growth,24.44603344360099,3982.680802,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3927,2015,Samoa,WSM,25.407,Original,19.84433962264152,Moderate Growth,25.27630887780028,4084.360838,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3928,2016,Samoa,WSM,31.7,Original,24.76876451371668,High Growth,27.48407695215209,4147.070977,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3929,2017,Samoa,WSM,39.4,Original,24.29022082018928,High Growth,22.9476183423716,4307.59382,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3930,2018,Samoa,WSM,49.1,Original,24.61928934010153,High Growth,24.55926441641145,4231.814095,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3931,2019,Samoa,WSM,61.2106,Original,24.6651731160896,High Growth,24.52478238602067,4351.942349,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3932,2020,Samoa,WSM,69.9561,Original,14.287558037333415,Moderate Growth,21.09042106365655,4099.660091,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3933,2021,Samoa,WSM,76.2853,Original,9.047388290656569,Moderate Growth,15.820772018132544,3947.645179,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3934,2022,Samoa,WSM,75.2869,Original,-1.3087711525025192,Stable,7.143112760732451,3869.466395,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3935,2023,Samoa,WSM,64.23609341502015,Imputed,-14.67825954446239,Moderate Decline,-2.8033767809753307,4330.178405,Original,East Asia & Pacific,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Samoa
3936,2000,San Marino,SMR,48.7995,Original,,,,37600.70774,Original,Europe & Central Asia,High income,,San Marino
3937,2001,San Marino,SMR,50.3417,Original,3.1602782815397745,Stable,,39035.10343,Original,Europe & Central Asia,High income,,San Marino
3938,2002,San Marino,SMR,50.8348,Original,0.9795060556159196,Stable,,41790.84327,Original,Europe & Central Asia,High income,,San Marino
3939,2003,San Marino,SMR,50.0035,Original,-1.635297079953102,Stable,0.8157403802636409,52529.90937,Original,Europe & Central Asia,High income,,San Marino
3940,2004,San Marino,SMR,50.5663,Original,1.125521213515035,Stable,0.1484963804454286,58232.01762,Original,Europe & Central Asia,High income,,San Marino
3941,2005,San Marino,SMR,50.2596,Original,-0.6065304362787072,Stable,-0.3786010240170223,59877.80058,Original,Europe & Central Asia,High income,,San Marino
3942,2006,San Marino,SMR,50.2087,Original,-0.1012741844344189,Stable,0.1366037338989656,63270.77808,Original,Europe & Central Asia,High income,,San Marino
3943,2007,San Marino,SMR,50.3648,Original,0.3109022938255767,Stable,-0.1330057399010487,70124.46344,Original,Europe & Central Asia,High income,,San Marino
3944,2008,San Marino,SMR,54.52,Original,8.250206493423985,Moderate Growth,2.7493160707049213,75902.13205,Original,Europe & Central Asia,High income,,San Marino
3945,2009,San Marino,SMR,54.21,Original,-0.5685986793837139,Stable,2.588845748721935,62428.99433,Original,Europe & Central Asia,High income,,San Marino
3946,2010,San Marino,SMR,58.73972877549568,Imputed,8.355891487724909,Moderate Growth,5.261189732392202,56543.18982,Original,Europe & Central Asia,High income,,San Marino
3947,2011,San Marino,SMR,49.6,Original,-15.559705443019478,Moderate Decline,-3.1033840708009186,55601.39297,Original,Europe & Central Asia,High income,,San Marino
3948,2012,San Marino,SMR,61.70495293866816,Imputed,24.40514705376644,High Growth,4.411148446994573,47945.89917,Original,Europe & Central Asia,High income,,San Marino
3949,2013,San Marino,SMR,63.18756502025417,Imputed,2.402744043998628,Stable,2.4628805268076093,50807.82891,Original,Europe & Central Asia,High income,,San Marino
3950,2014,San Marino,SMR,64.67017710184064,Imputed,2.3463668541606757,Stable,9.246481343885993,51260.49383,Original,Europe & Central Asia,High income,,San Marino
3951,2015,San Marino,SMR,66.15278918342665,Imputed,2.29257464263819,Stable,2.34721862941738,43146.82404,Original,Europe & Central Asia,High income,,San Marino
3952,2016,San Marino,SMR,67.63540126501312,Imputed,2.241193606327796,Stable,2.293369355017294,44359.47977,Original,Europe & Central Asia,High income,,San Marino
3953,2017,San Marino,SMR,60.1823,Original,-11.019526942421653,Moderate Decline,-2.368886250179747,45192.02798,Original,Europe & Central Asia,High income,,San Marino
3954,2018,San Marino,SMR,70.6006254281856,Imputed,17.311278279802522,Moderate Growth,2.192760192906329,47950.68806,Original,Europe & Central Asia,High income,,San Marino
3955,2019,San Marino,SMR,67.8507,Original,-3.89504400493278,Stable,0.1059951277821547,46627.01224,Original,Europe & Central Asia,High income,,San Marino
3956,2020,San Marino,SMR,77.95,Original,14.884592200227845,Moderate Growth,9.005676055068701,44426.64634,Original,Europe & Central Asia,High income,,San Marino
3957,2021,San Marino,SMR,81.67,Original,4.772289929441942,Stable,4.97470650457148,54168.98283,Original,Europe & Central Asia,High income,,San Marino
3958,2022,San Marino,SMR,85.0607,Original,4.151708093547191,Stable,7.826342305107725,54264.5705,Original,Europe & Central Asia,High income,,San Marino
3959,2023,San Marino,SMR,78.01368583611657,Imputed,-8.28468865631653,Moderate Decline,0.0272262133939271,100.0,Imputed,Europe & Central Asia,High income,,San Marino
3960,2000,Sao Tome and Principe,STP,4.63852,Original,,,,529.0893834,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3961,2001,Sao Tome and Principe,STP,6.31092,Original,36.054603623569605,High Growth,,518.8805013,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3962,2002,Sao Tome and Principe,STP,7.58067,Original,20.119887433211005,High Growth,,568.1025725,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3963,2003,Sao Tome and Principe,STP,10.1618,Original,34.04883737189457,High Growth,29.87644818697765,663.6962118,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3964,2004,Sao Tome and Principe,STP,13.3229,Original,31.1076777736228,High Growth,28.282878908315823,726.5608821,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3965,2005,Sao Tome and Principe,STP,13.7595,Original,3.2770643028169344,Stable,21.98273139639808,844.1691819,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3966,2006,Sao Tome and Principe,STP,14.182,Original,3.0706057632908346,Stable,11.752079334918283,861.9707077,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3967,2007,Sao Tome and Principe,STP,14.5905,Original,2.880411789592441,Stable,3.075900022118594,878.8857919,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3968,2008,Sao Tome and Principe,STP,15.48,Original,6.096432610260094,Moderate Growth,4.005450923800447,1081.868458,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3969,2009,Sao Tome and Principe,STP,16.41,Original,6.007751937984485,Moderate Growth,4.984141217660754,1128.280462,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3970,2010,Sao Tome and Principe,STP,18.75,Original,14.25959780621573,Moderate Growth,8.720230807606777,1045.209582,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3971,2011,Sao Tome and Principe,STP,20.1612,Original,7.5264,Moderate Growth,9.206496323284496,1219.801891,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3972,2012,Sao Tome and Principe,STP,21.5724,Original,6.999583358133421,Moderate Growth,9.546026131077,1210.792647,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3973,2013,Sao Tome and Principe,STP,23.0,Original,6.617715228718191,Moderate Growth,7.047251575416036,1382.575784,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3974,2014,Sao Tome and Principe,STP,24.41,Original,6.130434782608707,Moderate Growth,6.581984059239154,1489.676334,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3975,2015,Sao Tome and Principe,STP,25.82,Original,5.776321179844324,Moderate Growth,6.174263676328073,1298.109466,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3976,2016,Sao Tome and Principe,STP,28.0,Original,8.44306738962044,Moderate Growth,6.776758314981257,1434.870181,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3977,2017,Sao Tome and Principe,STP,32.6,Original,16.428571428571438,Moderate Growth,10.124328575906617,1555.794778,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3978,2018,Sao Tome and Principe,STP,38.0,Original,16.564417177914102,Moderate Growth,13.747655211204002,1825.599718,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3979,2019,Sao Tome and Principe,STP,44.3,Original,16.578947368421048,Moderate Growth,16.523958972776278,1935.293182,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3980,2020,Sao Tome and Principe,STP,51.5547,Original,16.376297968397303,Moderate Growth,16.506517600022043,2167.220018,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3981,2021,Sao Tome and Principe,STP,56.1138,Original,8.843228648406454,Moderate Growth,13.875079829461525,2362.588272,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3982,2022,Sao Tome and Principe,STP,56.9899,Original,1.5612915183074394,Stable,8.758879080694971,2389.737298,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3983,2023,Sao Tome and Principe,STP,50.16143778656078,Imputed,-11.981881374487791,Moderate Decline,-0.9090700773615068,2940.933529,Original,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe
3984,2000,Saudi Arabia,SAU,2.21069,Original,,,,11714.56237,Original,Middle East & North Africa,High income,,Saudi Arabia
3985,2001,Saudi Arabia,SAU,4.68105,Original,111.74610641926276,High Growth,,10805.31133,Original,Middle East & North Africa,High income,,Saudi Arabia
3986,2002,Saudi Arabia,SAU,6.38471,Original,36.394825947169984,High Growth,,10586.05435,Original,Middle East & North Africa,High income,,Saudi Arabia
3987,2003,Saudi Arabia,SAU,8.00158,Original,25.324094594742764,High Growth,53.53803152488474,11487.22041,Original,Middle East & North Africa,High income,,Saudi Arabia
3988,2004,Saudi Arabia,SAU,10.2345,Original,27.905988567257968,High Growth,29.789965435522348,13154.4979,Original,Middle East & North Africa,High income,,Saudi Arabia
3989,2005,Saudi Arabia,SAU,12.705,Original,24.13894181445111,High Growth,25.77987664710988,15975.74738,Original,Middle East & North Africa,High income,,Saudi Arabia
3990,2006,Saudi Arabia,SAU,19.4596,Original,53.16489571035024,High Growth,34.47845752530514,17563.61454,Original,Middle East & North Africa,High income,,Saudi Arabia
3991,2007,Saudi Arabia,SAU,30.0,Original,54.16555324878212,High Growth,43.114907694156976,18596.15026,Original,Middle East & North Africa,High income,,Saudi Arabia
3992,2008,Saudi Arabia,SAU,36.0,Original,20.0,Moderate Growth,41.50635483215191,22320.4889,Original,Middle East & North Africa,High income,,Saudi Arabia
3993,2009,Saudi Arabia,SAU,38.0,Original,5.555555555555558,Moderate Growth,24.99229124694835,17718.39116,Original,Middle East & North Africa,High income,,Saudi Arabia
3994,2010,Saudi Arabia,SAU,41.0,Original,7.8947368421052655,Moderate Growth,10.973904713454852,22028.37902,Original,Middle East & North Africa,High income,,Saudi Arabia
3995,2011,Saudi Arabia,SAU,47.5,Original,15.853658536585357,Moderate Growth,9.6807394206899,26966.29416,Original,Middle East & North Africa,High income,,Saudi Arabia
3996,2012,Saudi Arabia,SAU,54.0,Original,13.684210526315788,Moderate Growth,12.426853035294627,28348.57301,Original,Middle East & North Africa,High income,,Saudi Arabia
3997,2013,Saudi Arabia,SAU,60.5,Original,12.037037037037043,Moderate Growth,13.847589394748104,27290.19781,Original,Middle East & North Africa,High income,,Saudi Arabia
3998,2014,Saudi Arabia,SAU,64.7137,Original,6.964793388429746,Moderate Growth,10.858127980738018,27079.67339,Original,Middle East & North Africa,High income,,Saudi Arabia
3999,2015,Saudi Arabia,SAU,69.6162,Original,7.57567562973529,Moderate Growth,8.835902923450512,22453.57155,Original,Middle East & North Africa,High income,,Saudi Arabia
4000,2016,Saudi Arabia,SAU,74.8793,Original,7.560165593640544,Moderate Growth,7.366501098640032,21515.66001,Original,Middle East & North Africa,High income,,Saudi Arabia
4001,2017,Saudi Arabia,SAU,94.1756,Original,25.76987231451149,High Growth,13.32195411216377,23081.20453,Original,Middle East & North Africa,High income,,Saudi Arabia
4002,2018,Saudi Arabia,SAU,93.31,Original,-0.919134043212888,Stable,10.256945944993443,28036.02647,Original,Middle East & North Africa,High income,,Saudi Arabia
4003,2019,Saudi Arabia,SAU,95.7247,Original,2.5878255278105167,Stable,8.5310686689281,27892.84215,Original,Middle East & North Africa,High income,,Saudi Arabia
4004,2020,Saudi Arabia,SAU,97.8623,Original,2.2330704614378583,Stable,1.28823597373795,23271.40376,Original,Middle East & North Africa,High income,,Saudi Arabia
4005,2021,Saudi Arabia,SAU,100.0,Original,2.184395829650443,Stable,2.3349394317586425,28396.08642,Original,Middle East & North Africa,High income,,Saudi Arabia
4006,2022,Saudi Arabia,SAU,100.0,Original,0.0,Stable,1.4671188238803978,34454.19577,Original,Middle East & North Africa,High income,,Saudi Arabia
4007,2023,Saudi Arabia,SAU,100.0,Original,0.0,Stable,0.722893599447727,32093.9623,Original,Middle East & North Africa,High income,,Saudi Arabia
4008,2000,Senegal,SEN,0.403967,Original,,,,603.2331625,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4009,2001,Senegal,SEN,0.983794,Original,143.5332589048115,High Growth,,637.2135306,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4010,2002,Senegal,SEN,1.00645,Original,2.302921139994773,Stable,,669.4304473,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4011,2003,Senegal,SEN,2.10144,Original,108.79725768791296,High Growth,73.27013023798436,817.8880342,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4012,2004,Senegal,SEN,4.38602,Original,108.7149763971372,High Growth,64.58445462757516,918.1020795,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4013,2005,Senegal,SEN,4.78668,Original,9.134933265238177,Moderate Growth,68.1695634905995,979.8461015,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4014,2006,Senegal,SEN,5.61174,Original,17.236581513700532,Moderate Growth,38.73738856525788,1017.201967,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4015,2007,Senegal,SEN,6.89,Original,22.77831831125461,High Growth,16.24729914237193,1188.938778,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4016,2008,Senegal,SEN,7.12,Original,3.338171262699574,Stable,14.151564017813168,1398.79218,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4017,2009,Senegal,SEN,7.5,Original,5.337078651685401,Moderate Growth,10.15086383232362,1308.694043,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4018,2010,Senegal,SEN,8.0,Original,6.666666666666665,Moderate Growth,5.105051261357918,1275.883575,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4019,2011,Senegal,SEN,9.8,Original,22.500000000000007,High Growth,11.23685306934914,1374.675919,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4020,2012,Senegal,SEN,10.8,Original,10.20408163265305,Moderate Growth,12.92432346572343,1326.837988,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4021,2013,Senegal,SEN,13.1,Original,21.29629629629628,High Growth,17.867417880686354,1379.831966,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4022,2014,Senegal,SEN,17.7,Original,35.114503816793885,High Growth,21.781802248799263,1398.891376,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4023,2015,Senegal,SEN,21.7,Original,22.59887005649717,High Growth,26.186237969847536,1218.006136,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4024,2016,Senegal,SEN,25.6648,Original,18.27096774193549,Moderate Growth,25.1282957574549,1266.439572,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4025,2017,Senegal,SEN,29.6431,Original,15.500997475141045,Moderate Growth,18.754511516678885,1356.805184,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4026,2018,Senegal,SEN,35.3,Original,19.083361726675,Moderate Growth,17.608395174211577,1452.556126,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4027,2019,Senegal,SEN,43.4,Original,22.946175637393782,High Growth,19.13808500672294,1431.181289,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4028,2020,Senegal,SEN,53.3088,Original,22.831336405529942,High Growth,21.60695923533349,1461.087204,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4029,2021,Senegal,SEN,54.9741,Original,3.1238744822618347,Stable,15.91184203905196,1598.10677,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4030,2022,Senegal,SEN,59.9832,Original,9.111745349173518,Moderate Growth,11.39011025021559,1564.745221,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4031,2023,Senegal,SEN,48.882619762845934,Imputed,-18.506148783582844,Moderate Decline,-2.847975405588443,1706.44218,Original,Sub-Saharan Africa,Lower middle income,,Senegal
4032,2000,Serbia,SRB,7.779832105263267,Imputed,,,,974.7254693,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4033,2001,Serbia,SRB,11.323871578947546,Imputed,45.55418967572116,High Growth,,1812.420883,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4034,2002,Serbia,SRB,14.867911052630916,Imputed,31.29706522168769,High Growth,,2390.734594,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4035,2003,Serbia,SRB,18.411950526315195,Imputed,23.83683532366272,High Growth,33.26308357526637,3153.901131,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4036,2004,Serbia,SRB,23.5,Original,27.63449459856375,High Growth,27.553087545586784,3597.087981,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4037,2005,Serbia,SRB,26.3,Original,11.91489361702127,Moderate Growth,20.93961955020816,3807.974173,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4038,2006,Serbia,SRB,27.2,Original,3.4220532319391594,Stable,13.89107746109486,4492.71367,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4039,2007,Serbia,SRB,33.15,Original,21.875,High Growth,12.151535364472576,6081.087657,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
4040,2008,Serbia,SRB,35.6,Original,7.390648567119173,Moderate Growth,10.61943004810364,7376.735179,Original,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia
